job_id,source,company,title,location,description_head,label_is_tech,label_is_senior,label_location_class,label_sponsorship_block,label_min_years,label_note
02b170e3-f5df-4fcf-aefc-3a63335cb6fb,lever,scholarrock,"Senior Director, Chief Information Security Officer","Cambridge, MA","Scholar Rock is delivering muscle-targeted breakthroughs to transform the treatment of spinal muscular atrophy (SMA) and other rare neuromuscular diseases where muscle atrophy remains a critical unmet need. As a global leader in myostatin biology, a field focused on proteins that regulate muscle mass, the biopharmaceutical company is named for the visual resemblance of a scholar rock to protein s",n,y,us,,,
69088c65-e47e-4086-b22a-cbda1e1075be,workday,analogdevices.wd1.myworkdayjobs.com|analogdevices|External,"Associate Analyst, Supply Chain Planning","India, Gandhinagar","Come join Analog Devices (ADI) – a place where Innovation meets Impact. For more than 55 years, Analog Devices has been inventing new breakthrough technologies that transform lives. At ADI you will work alongside the brightest minds to collaborate on solving complex problems that matter from autonomous vehicles, drones and factories to augmented reality and remote healthcare. ADI fosters a cultur",n,n,non_us,,,
9824605b-3ac9-4e29-a894-b0024168d242,greenhouse,givedirectly,"Senior Manager, Programs (DRC) ","Goma, DRC ","GiveDirectly has delivered more than $1B in cash directly to 2+ million people living in poverty across 15 countries since 2011. We believe cash transfers are one of the most scalable, cost-effective, and dignified forms of aid, with the research to back it up. Our work has been covered by The Economist , NPR , TED , and The Washington Post . We are one of Time100’s Most Influential Companies of 2",n,y,non_us,,,
fd383db5-3530-4973-b3a5-43c6c60a7184,greenhouse,pinterest,"Sr. Machine Learning Engineer, Core Engineering ","San Francisco, CA, US; Palo Alto, CA, US; Seattle, WA, US","&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;About Pinterest:&lt;/strong&gt;&lt;/p&gt; &lt;p&gt;Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the peo",y,y,us,,,
204cde3a-d6f5-494a-8b34-87299da65259,ashby,bjakcareer,CEO Office - AI Neobank App,"Taipei, Taiwan","## About BJAK The original mission of BJAK is we believe people deserve smarter ways to plan, save and grow their money. This is the origin of our name. Started in 2019, we built the first mobile-first, insurance platform, enabling insurance to be accessible online by millions in the region. Today, its the leading insurance platform in Southeast Asia. Today, we are expanding ways to help people i",n,n,non_us,,,
9fd679e9-7927-4360-8adc-5c5a7cc14385,greenhouse,ardentmc,Recruiter,Remote,Ardent is seeking a Recruiter to join our team. This is a remote position. ## Position Description: Ardent is seeking a Recruiter with government contracting (GovCon) recruiting experience to support the full lifecycle recruitment of technical and professional talent supporting federal government programs. The Recruiter will partner closely with hiring managers and leadership to develop recruit,n,y,unknown,,,
767e2bae-dfac-47fa-b61e-35df8595d2b7,lever,usasurveyjob,Work at home Data Entry Clerk - Part Time,"Atlanta, Georgia",Earn at Home by Taking Polls - Data Entry Clerk - Work at Home & Part Time (Side Gig) We are looking for people who are motivated to participate in paid research across the country and local areas. Join this Work from Home USA Market Research Panel Today. You have two options when it comes to paid research : you can either take part in person or online. This is a great way for you to make extra,n,n,us,,,
4a3ea739-203a-4f7f-bd36-50bbfcb6f355,greenhouse,contentful,Senior Solution Engineer (f/m/d),"London, England, United Kingdom","## About The Opportunity Our Solution Engineers (f/m/d) are close partners of our sales team and own key components of the sales process, including infrastructural/architectural discovery, collaborative solution design, and technical validation. Solution Engineers may travel up to 50% of the time and will have the opportunity to work with teams worldwide, from visionary brands to innovative digit",y,y,non_us,,,Solutions engineering may be customer-facing sales engineering.
f6ef2e1c-6f78-4dbe-8d4b-fa5fd577da94,lever,jobgether,Forward Deployment Engineer (FDE),India,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Forward Deployment Engineer (FDE) based in India. This role serves as a technical bridge between core engineering teams and enterprise clients, bringing advanced software, data platforms, and AI-driven solutions into complex production environments. You will lead techn",y,n,non_us,,,
8549b07d-2cb3-49bd-87a9-74c28a71e635,workday,medtronic.wd1.myworkdayjobs.com|medtronic|MedtronicCareers,Lead  Enterprise Software Engineer,"Nanakramguda, Hyderabad, India","At Medtronic you can begin a life-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world. ## A Day in the Life ## Responsibilities may include the following and other duties may be assigned: - Responsible for the development of new medical prod",y,y,non_us,,,
56872eef-7c7a-4304-ad79-4cf5d8206c71,greenhouse,brex,"Staff Software Engineer, Banking","New York, New York, United States","## Why join us Brex is the intelligent finance platform that enables companies to spend smarter and move faster in more than 200 markets. By combining global corporate cards and banking with intuitive spend management, bill pay, and travel software, Brex enables founders and finance teams to accelerate operations, gain real-time visibility, and control spend effortlessly. Brex’s AI-native automat",n,y,us,,,
ebf33f68-73f5-4837-b19c-28f192710139,lever,usasurveyjob,Work at Home Data Entry Agent - Part Time,"Philadelphia, Pennsylvania","Earn at Home by Taking Polls - Data Entry Clerk - Customer Service Rep - Work at Home & Part Time We are looking for people nationwide to participate in polls - Apply ASAP! We offer you the opportunity to earn extra income from home (teleworking) and also to decide your own participation schedule. At this job, you will be performing various tasks such as data entry, performing email response, re",n,n,us,,,
a7ac6a94-8279-4344-a3e9-922aef77d870,ashby,NPX,Senior Electrical Design Engineer (Coming Soon!),Ontario,"Future Opportunity Posting: We are proactively building a pool of qualified candidates for anticipated hiring needs. There is no immediate opening at this time, but candidates who align with our needs may be contacted as opportunities arise. ## 🌎 About Us NPX partners with nuclear utilities and new reactor projects to deliver innovative design engineering solutions that unlock performance. We co",n,n,unknown,,,Ontario alone is ambiguous between the Canadian province and the U.S. city.
76dba7bb-385c-4a7d-b78a-ba6c4643f231,greenhouse,speechify,"Senior Software Engineer, Windows/Desktop Applications - Lviv, Ukraine","Lviv, Ukraine","## Mission The mission of Speechify is to make sure that reading is never a barrier to learning. Over 50 million people use Speechify’s text-to-speech products to turn whatever they’re reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify’s text-to-speech reading products include its iOS app, Android App, Mac Ap",n,y,non_us,,,
6fa0e176-ebd7-4279-bd53-40c6e4a17f3a,greenhouse,karbon,AppSec Engineer,"Austin, TX, United States; Chicago, IL, United States; Denver, CO, United States; Los Angeles, CA, United States; San Diego, CA, United States; San Francisco, CA, United States","## About Karbon Karbon is the global leader in AI-powered practice management software for accounting firms. We provide an award-winning cloud platform that helps tens of thousands of accounting professionals work more efficiently and collaboratively every day. With customers in 40 countries, we have grown into a globally distributed team across the US, Australia, New Zealand, Canada, the United",y,n,us,,,
618aad4f-c4c6-428a-aa61-0714f691b506,greenhouse,theweathercompany,"Senior Manager, Meteorological Technologies","Andover, MA","## About The Weather Company: The Weather Company is the world’s leading weather provider, helping people and businesses make more informed decisions and take action in the face of weather. Together with advanced technology and AI, The Weather Company’s high-volume weather data, insights, advertising, and media solutions across the open web help people, businesses, and brands around the world pre",n,y,us,,,
62c0d522-4bb9-4189-a2c9-43b9d2334e29,greenhouse,celonis,Staff Product Analytics Engineer,"Bangalore, India","Celonis is the trusted platform to industrialize Enterprise AI. At our core is the Celonis Context Model — which combines process data, business knowledge, and intelligence into a living digital twin of the enterprise that AI can actually understand, turning AI's operational blind spots into operational clarity. World's leading companies trust Celonis and its global ecosystem of partners to make t",y,n,non_us,,,
c49bc2cf-dfde-4817-9a9c-552aa4bd2c9e,lever,deltasands,Senior Information Security Analyst (TS/SCI),"Boulder, CO","Delta Solutions & Strategies is seeking a Senior Information Security Analyst to support United States Space Force Space Systems Command (SSC), Space Sensing (SN) activities in Boulder, Colorado. This position will provide cybersecurity, information assurance, Risk Management Framework, system authorization, security compliance, and classified mission-system support for Space Sensing. The selected",y,y,us,y,,
03897af6-7cae-411f-ab29-c711c2654f9f,ashby,anyone-ai,Biology Expert - AI Trainer (Turkey),Turkey,"- Location: Remote - Type: Contract / Part-time - Commitment: 20 hours per week - Compensation: Up to 40 USD / hr - Project duration: 2 months , with potential extension ## About the role We create high-quality STEM training data for frontier AI models used by leading AI labs to improve model reasoning in scientific domains. We are seeking experts in Biology to create challenging, deterministic",n,n,non_us,,,
3311a048-19d5-48b6-a482-821e60471d0d,greenhouse,medelitellc,Neurology Nurse Practitioner/Physician Assistant,"Danbury, CT","## Neurology Nurse Practitioner/Physician Assistant Location: Hamden and Danbury Schedule: Part-Time Salary per annum: $30,000 - $60,000 ## About Infinite Medical P.C. Infinite Medical P.C. is a nationwide network of advanced practice providers and specialty clinicians committed to delivering high-quality, proactive care directly to residents in skilled nursing and long-term care facilities. Ou",n,n,us,,,
a911e5ee-25c7-4dd1-b862-0720072098ff,greenhouse,ogilvy,Digital Intelligence & Data Analyst - Coca-Cola Intel Team (3 month Contract),"Johannesburg, GP, South Africa","## About Ogilvy Ogilvy has been creating impact for brands through iconic, culture-changing, value-driving ideas since the company was founded by David Ogilvy more than 75 years ago. It builds on that rich legacy through Borderless Creativity—innovating at the intersection of intelligence, imagination and influence, with experts across advertising, sports & entertainment, PR & social, consulting,",n,n,non_us,,,
4ea80ad7-03db-49ab-9d8d-5bae57766f93,ashby,blank-metal,AI Engineer,"Minneapolis, MN","## About Blank Metal Blank Metal is an AI-native engineering company that partners with enterprises to deliver production AI fast. We blend strategic insight with hands-on execution, shipping high-impact systems that turn AI initiatives into measurable business results. We're builders, not theorists. Our team of seasoned engineers, designers, and strategists work across industries to create AI a",y,n,us,,,
bdb67b9e-fbce-456f-9a5f-30b69bcab29c,lever,life,Data Engineer,"Edmond, OK","The YouVersion Data Engineer will develop and build data pipelines and ETL (Extract, Transform, Load) that lead to increased engagement and growth through the Bible App across the globe. The YouVersion Data Engineer role will work across technical teams within the organization, including but not limited to Cyber Security, Core Services and Software Engineers on Product teams. The Data Engineer wil",y,n,us,,,
097e65b3-9746-4199-ad52-97b3e8723a89,greenhouse,autotradercanada,Senior Platform Engineer,"Toronto, ON (Canada) ","We are a Canadian leader in digital automotive solutions. Our flagship brands — AutoTrader.ca , AutoSync , Dealertrack Canada and CMS — help Canadians buy, sell, and finance vehicles with confidence. AutoTrader.ca is Canada’s largest automotive marketplace, with over 25 million monthly visits . Through AutoSync , we provide software solutions to 3,500+ dealers , streamlining their operations, mar",n,y,non_us,,,
334f7a73-5250-4e31-ad8b-b00e04a0e266,greenhouse,faradayfuture,AI IT Infrastructure Director ,"El Segundo, California, United States","## The Company: Faraday Future (FF) is a California-based mobility company, leveraging the latest technologies and world’s best talent to realize exciting new possibilities in mobility. We’re producing user-centric, technology-first vehicles to establish new paradigms in human-vehicle interaction. We’re not just seeking to change how our cars work – we’re seeking to change the way we drive. At FF",n,y,us,,,
4d2af1d9-ec6e-48c4-b323-81169ef956de,greenhouse,octus,DevOps Engineer ,"New York, New York, United States","## Octus Octus is a leading global provider of credit intelligence, data, and analytics. Since 2013, tens of thousands of professionals across hedge fund, investment banking, management consulting, and law firm verticals have come to rely on Octus to make better, faster, and more confident decisions in pace with the fast-moving credit markets. For more information, visit: https://octus.com/ ## W",y,y,us,,,
568937be-9bd4-47e7-a051-a3580c145d52,greenhouse,canonical,Graduate HR Generalist - APAC,Home Based - APAC,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The",n,n,non_us,,,
c252a1cb-fb32-4673-8622-22ccf84395c3,lever,vohra,"Geriatrician - Gainesville, GA","Gainesville, GA","## Geriatrician Position with National Wound Physician Group Clinical satisfaction, autonomy and flexibility, work-life balance No Nights, No Call, No Weekend Clinical Responsibilities Become an expert in wound management , learn from highly qualified wound-certified physician trainers and Fellowship Directors. Utilize cutting-edge clinical technologies and the latest wound care modalities. •",n,n,us,,,
67443c62-e1ca-472a-9fde-50b0d79432d4,greenhouse,speechify,"Senior Software Engineer, Core Experiences - Riverside, CA, USA","Riverside, CA, USA","## Mission Speechify is the easiest way to listen to the world’s information. Articles on the web, documents in the cloud, books on your phone. We absorb it all and let you listen to it at your desk, on the go, at your own speed, and with tools that make learning easier, deeper, and faster. What streaming services have done for audio entertainment, we’re doing for audio information. And whatever",y,y,us,,,
eb448f67-54ba-4941-96a8-c337098aaead,greenhouse,sharkninjaoperatingllc,"Senior Director, AI Engineering Transformation","Needham, MA, United States","About Us SharkNinja is a global product design and technology company, with a diversified portfolio of 5-star rated lifestyle solutions that positively impact people’s lives in homes around the world. Powered by two trusted, global brands, Shark and Ninja , the company has a proven track record of bringing disruptive innovation to market and developing one consumer product after another has allow",y,y,us,,,
4a1556be-977f-4b74-aa74-023f0065fbda,greenhouse,nflcareers,Seasonal Part-Time Utility,"Inglewood, California, United States","As a member of the stage crew the Utility position performs a wide range of tasks in support of the overall program production process. Under supervision of the Stage Manager, Director, and Operations team, Utilities work with technical staff to satisfy production needs for live, taped, and automated programming. ## Responsibilities - Moving large set pieces and monitors during stage resets - Mo",n,n,us,,,
69f57983-d10b-4798-8635-653bc2c0a473,greenhouse,langanengineeringandenvironmentalservicesllc,Project Geotechnical Engineer/Project Manager,"Chicago, IL","Langan provides expert land development engineering and environmental consulting services for major developers, renewable energy producers, energy companies, corporations, healthcare systems, colleges/universities, and large infrastructure programs throughout the U.S. and around the world. Our employees collaborate seamlessly among 40+ offices and gain valuable hands-on experience that fosters car",n,y,us,,,
2028f8d4-3093-4d02-9546-7389706ae045,greenhouse,stone,Agente Stone - Consultor(a) Comercial Externo | Zona  Sul/RJ,"Rio De Janeiro, Rio De Janeiro, Brasil","## Sobre a Stone: Somos muito mais do que uma empresa de maquininhas! A Stone é uma empresa de tecnologia e serviços financeiros focada no(a) cliente. Nascemos com o propósito de ser protagonistas na transformação da indústria de pagamentos, servindo o(a) empreendedor(a) brasileiro(a) e transformando seus sonhos em resultados. Somos a maior empresa independente de meios de pagamentos do Brasil,",n,n,non_us,,,
936e9abd-5dc5-45df-9d94-024045bbfb49,ashby,bjakcareer,Lead Engineer (Taiwan),"Taipei, Taiwan","## About BJAK The original mission of BJAK is we believe people deserve smarter ways to plan, save and grow their money. This is the origin of our name. Started in 2019, we built the first mobile-first, insurance platform, enabling insurance to be accessible online by millions in the region. Today, its the leading insurance platform in Southeast Asia. Today, we are expanding ways to help people",y,y,non_us,,,Engineer title lacks a specific technical discipline.
1ad1a649-00b5-4997-8737-22f98bfaea0e,greenhouse,olsson,Assistant Rail Structures Engineer,"Omaha, NE","## Company Description We are Olsson. We engineer and design solutions that improve the world around us. As a company, we promise to always be responsive, transparent, and focused on results – for our people, our clients, and our company. We’re a people-centric firm, so it’s no surprise our greatest asset is our people. The impact this creates is an environment that encourages our people to grow",n,n,us,,,
d393f40b-7deb-4e47-b2ec-73eeae6302d9,lever,lifestance,Clinical Psychologist (Child or Adult),"Medfield, MA","At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. Thank",n,n,us,,,
5890f7c5-b47e-4832-a696-525a8e9d368d,greenhouse,btgpactual,Engenheiro de Software Java Sênior |  IT Offshore Platform,"São Paulo, Brazil","Sobre a área: A IT Offshore Platform é responsável pelo middleware estratégico que sustenta as operações Offshore do banco. É por aqui que passam os processos de início de dia das corretoras, a padronização e a propagação de dados para os sistemas críticos da cadeia — risco, compliance, financeiro, comissões, contábil e front. O desafio central do time é absorver a complexidade de múltiplos parc",y,y,non_us,,,
4b488113-72ba-4f9f-8346-aab065c2669c,ashby,nord-security,Senior Data Engineer | Threat Protection ,Poland,"## The world’s most advanced VPN, and a whole lot more. If you’re a curious problem-solver who carves their own path, join the team behind Threat Protection Pro, the NordLynx protocol, and the fastest VPN on the planet—tools that put privacy, security, and control back in people’s hands. Your impact? Helping millions take back control of their online security, privacy, and data. The Threat Prot",y,y,non_us,,,
6d764d81-c0c5-4cc0-b7c8-7be994b33af0,greenhouse,pulse,Locum Band 6/7 Adult Audiologist - Falkirk,Falkirk,"Job Title: Adult Audiologist Banding: Band 6/7 Location: Falkirk Start Date: ASAP Duration: Ongoing Hourly Rate: £26.00 – £34.00 (depending on banding and experience) Working Hours: Full-time We are currently seeking a skilled Band 6 or Band 7 Audiologist to join our client in Falkirk. This is a full-time, ongoing position offering an excellent opportunity to contribute to a high‑quality adult au",n,n,non_us,,,
5474b48b-cd4c-4baa-8636-fae2beda0f35,ashby,legionhealth,Staff Psychiatric Mental Health Nurse Practitioner (PMHNP) — Remote | Telehealth | Full-Time or Part-Time | Mississippi,Remote,## [We show compassion to heal minds.] ## 🧠 About Legion Health Legion Health is a technology-forward psychiatry company delivering world-class outpatient mental health care while expanding access for patients through insurance. We are seeking exceptional Psychiatric Mental Health Nurse Practitioners (PMHNPs) across the United States who are passionate about evidence-based psychiatry and want t,n,n,us,,,
5a945543-8b13-4440-b7d8-d10b0253c224,greenhouse,nintendo,CONTRACT - Gameplay Software Engineer ,"Redmond, WA","## Nintendo Software Technology Corporation Nintendo Software Technology Corporation, based in Redmond, Washington , is a wholly owned subsidiary of the world's largest manufacturer and marketer of video games, Nintendo Co., Ltd., headquartered in Kyoto, Japan. Nintendo Software Technology's mission is to design, develop and deliver the very best video games. We conduct research, use state-of-the",y,n,us,,,
11511325-978c-40cc-b4a5-78e2389e92f2,greenhouse,fastly,"Senior Manager, Engineering - Platform Security","Denver, CO; New York City, NY; San Francisco, CA","Fastly helps people stay better connected with the things they love. Fastly’s edge cloud platform enables customers to create great digital experiences quickly, securely, and reliably by processing, serving, and securing our customers’ applications as close to their end-users as possible — at the edge of the Internet. The platform is designed to take advantage of the modern internet, to be program",y,y,us,,,
651a833d-5443-4054-8913-fa21e1903bfe,greenhouse,stonepatrocina,Consultor(a) Comercial Externo - Vaga Exclusiva para Pessoas com Deficiência (PcD) | Florianópolis/SC,"Florianopolis, Santa Catarina, Brasil","## Sobre a Stone: Somos muito mais do que uma empresa de maquininhas! A Stone é uma empresa de tecnologia e serviços financeiros focada no(a) cliente. Nascemos com o propósito de ser protagonistas na transformação da indústria de pagamentos, servindo o(a) empreendedor(a) brasileiro(a) e transformando seus sonhos em resultados. Somos a maior empresa independente de meios de pagamentos do Brasil,",n,n,non_us,,,
6035ba31-f91f-45ad-9a82-c1fff60b96e0,greenhouse,talkdesk2,Enterprise Account Executive - DACH,Germany,"## What is an Enterprise Account Executive at Talkdesk… As an Enterprise Account Executive at Talkdesk, you will be responsible for pipeline generation across: SDR, Channel Partners, Marketing and Self-generation, targeting entities with 1000+ employees that are aligned to your region. We are looking for a driven, motivated and ambitious Enterprise Account Executives. Someone who will proactivel",n,n,non_us,,,
107036b1-a406-4b3b-a9e5-1d210dc07e89,amazon,amazon,Sr. Software Development Engineer,"New York, New York, USA","## Description The AWS Commerce Platform provides the back and front-end services that enable AWS customers to purchase AWS services and understand and manage their infrastructure costs. Come to join our team to tackle some of the hardest scalability, performance, and distributed computing challenges in the world. We process trillions of events per month using stream processing techniques (Kinesi",y,y,us,,,
4ce4b64c-7ce8-4629-9f75-7ac0b5c7701a,greenhouse,orenda,"Principal Engineer, Asset Management","New York, New York, United States","## Company Orenda is on a mission to make the grid more efficient with renewable energy projects and proprietary asset management technology. We develop, build, own and operate battery energy storage projects in dense urban environments to bridge the gap between renewables and electricity consumption. We are a dynamic, NYC-based company at the forefront of a new industry. We are seeking highly m",n,y,us,,,
cb40840a-8302-49cc-a604-46b6547a9629,greenhouse,equipmentsharecom,T3 Technology Support,"Kansas City, KS (T3)","## Future T3 Technology Support Opportunity with EquipmentShare! ## EquipmentShare is accepting applications for future T3 Technology Support openings in the Kansas City, KS area. EquipmentShare is searching for a T3 Technology Support Associate I for our corporate office in Columbia, MO, to support our team as the department continues to grow. ## JOB SUMMARY The primary responsibility of the",n,n,us,,,"Technology support role, not clearly engineering."
4cb4b385-bad2-4701-8741-295a127de7dd,greenhouse,mrbeastyoutube,Senior Application Security & DevSecOps Engineer,"NYC, SF, Chicago or Greenville, NC","## About Us Beast Industries is a multifaceted media and entertainment company founded by Jimmy Donaldson, popularly known as MrBeast, the most watched person in the world. Renowned for revolutionizing digital content creation, Beast Industries encompasses a diverse portfolio of ventures that extend far beyond its origins on YouTube. With a mission to entertain, inspire, and create significant so",y,y,us,,,
ffa8a557-83ce-4f29-895e-7bdb4326cd11,lever,Yassir,AI Product Manager,"Algiers, Algeria","## About Yassir Yassir is the leading super App for on demand, ride-hailing, last-mile delivery, payment services and more, set to change the way daily services are provided. It currently operates in 45 cities across multiple countries. It has already raised $150 million in Series B funding, five times what it raised in its previous round. The raise was with world class investors such as BOND and",n,n,non_us,,,
ed44e218-70b1-4c14-9ba2-8dbc1354813e,greenhouse,commercetools,Senior Search Backend Engineer,"Valencia, Spain (Hybrid)","## About commercetools Real innovation starts with a strong foundation, and at commercetools, that comes from the perfect balance of our product and our people. Behind every leap forward is a collective of builders, explorers, doers, makers, and problem-solvers.The kind of people who not only pioneered a more flexible approach to commerce architecture but also shaped the culture of experimentati",n,y,non_us,,,
dd384e61-ab66-4eae-990c-14098dfafd5e,greenhouse,databricks,Sr. Software Engineer - Observability,"Bengaluru, India","P-1394 At Databricks, we are passionate about enabling data teams to solve the world's toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. Founded by engineers",y,y,non_us,,,
141be1eb-b717-4b07-adfc-a7a292f22b4f,ashby,bjakcareer,Product Manager - AI Stockbroking,"Taipei, Taiwan","## About BJAK The original mission of BJAK is we believe people deserve smarter ways to plan, save and grow their money. This is the origin of our name. Started in 2019, we built the first mobile-first, insurance platform, enabling insurance to be accessible online by millions in the region. Today, its the leading insurance platform in Southeast Asia. Today, we are expanding ways to help people i",n,n,non_us,,,
2a2c6825-a969-49ec-9d21-e3ba497a73e8,greenhouse,samsungsemiconductor,"Staff Engineer, Memory Systems Architecture","San Jose, California, United States","Please Note: To provide the best candidate experience amidst our high application volumes, each candidate is limited to 10 applications across all open jobs within a 6-month period. Advancing the World’s Technology Together Our technology solutions power the tools you use every day--including smartphones, electric vehicles, hyperscale data centers, IoT devices, and so much more. Here, you’ll ha",n,y,us,,,Hardware/memory-systems engineering rather than software.
a6212e42-5a3f-445c-8199-8647f152e897,lever,vohra,Internal Medicine Physician - Rochester MN,"Rochester, MN","## Internal Medicine Physician Position with National Wound Physician Group Clinical satisfaction, autonomy and flexibility, work-life balance No Nights, No Call, No Weekend Clinical Responsibilities Become an expert in wound management , learn from highly qualified wound-certified physician trainers and Fellowship Directors. Utilize cutting-edge clinical technologies and the latest wound care",n,n,us,,,
0a4035ed-8129-463b-af01-e302c751e8c7,greenhouse,podium81,Customer Success Manager - AI Platform,"Melbourne, Australia","At Podium, we bring AI Employees to local businesses that turn every conversation into revenue. Trusted by 60,000+ businesses across Auto, Home Services, and Aesthetics, Podium captures and converts leads 24/7, driving both new business and repeat customers. In under 24 months, we crossed $100M in AI Agent ARR, scaling 300% year-over-year. During this time, we’ve deployed 10,000 AI employees to e",n,y,non_us,,,
c3116c87-4ed5-4a13-8edd-d7f817407536,lever,walkerconsultants,Structural Engineer (Mid-Senior Level),"Seattle, WA",Please note: This role is targeted for a Q3/4 hiring timeline. We are proactively accepting applications and engaging with interested candidates in advance. Walker Consultants is seeking a talented and motivated Structural Engineer to join our growing Structural Engineering team! This is an exciting opportunity for a mid-senior level professional with experience in both new design and restoration,n,y,us,,,
